iter loss z0 z1 z2 z3 z4 z5 z6 z7 z8 z9 z10 z11 z12 z13 z14 z15 z16 z17 z18 z19 z20 z21 z22 z23 z24 z25 z26 z27 z28 z29 z30 z31 z32 z33 z34 z35 z36 z37 z38 z39 z40 z41 z42 z43 z44 z45 z46 z47 z48 z49 z50 z51 z52 z53 z54 z55 z56 z57 z58 z59 z60 z61 z62 z63 z64 z65 z66 z67 z68 z69 z70 z71 z72 z73 z74 z75 z76 z77 z78 z79 z80 z81 z82 z83 z84 z85 z86 z87 z88 z89 z90 z91 z92 z93 z94 z95 z96 z97 z98 z99
0 6686.564453125 4.013130310260648592e-02 9.306637571183082880e-01 -6.067339040343173728e-01 8.092745069270195213e-01 -1.105867863823584152e-01 9.102123443213028242e-01 5.556730500193998168e-01 -7.739194516087399833e-01 -6.604687696417836928e-01 8.018028942784583002e-02 -6.538993683830292003e-01 4.050940898594574957e-01 -2.512210418188876027e-01 5.348100396875596907e-01 -7.540055257972468894e-01 -8.641983416859677636e-01 5.860915117419052134e-01 4.111871779628941681e-01 1.113201290063772220e-01 4.628161589714501201e-01 -4.855207679508755092e-03 -3.762953337786671959e-01 3.783686532223917709e-02 8.092813710740793809e-01 -1.263799979398971818e-01 -7.298992562211727986e-01 2.167695119185837349e-01 1.933987672771038113e-01 2.606778959550184460e-01 -6.947022875066570791e-01 -4.277371840123342928e-01 7.482372734699818118e-01 9.182030223696275861e-01 -8.051769264341823718e-01 -2.203310117278622915e-01 -8.514405368384143635e-01 7.959360512985109715e-01 -9.785633569619478500e-02 -8.626893713222241189e-01 1.922125970246113535e-01 -4.040543724581062701e-01 -6.411691651786621815e-01 -6.411015565280766548e-01 -8.397012537590016201e-01 5.055700770470290539e-01 -6.123853574221782559e-02 -6.419373476364638176e-01 3.287433022586974118e-01 2.236908706593165874e-02 2.998318643576933784e-01 -4.502843635755588991e-01 2.954826615026795444e-01 -4.640058132524726986e-02 -8.496039881308143915e-01 7.970560888208197969e-01 1.127726275073959172e-01 -1.064317426628538232e-01 -5.820170275043263786e-01 3.748168838751957388e-01 -8.490711264549428705e-01 3.433351746832185025e-01 -4.877677316875392854e-01 8.084684702157973746e-02 -8.321260801948726638e-01 -3.539091066452906276e-01 -7.641404027220226602e-01 1.907397691734138423e-01 6.805070249570734919e-01 3.058881108540107974e-01 -6.803081502996140006e-01 -4.674006467185654046e-02 -2.111523623874771438e-01 -4.451046006899237462e-01 4.595271751896667922e-03 4.076819211814584065e-01 -5.875106830708853867e-01 -8.583711118029220266e-01 8.672785548327119898e-01 -8.598161234610197656e-01 -3.249093587484264134e-02 4.264711216286845019e-01 8.165693398849735996e-01 3.608083208024681632e-02 -8.273489462949656925e-02 -9.546554933459254766e-01 -8.662487177946758266e-01 -7.949882321337740088e-01 9.640224651729369931e-01 -5.352332969951030250e-01 -6.356378531367279372e-02 3.113866220499796889e-01 -8.741980923743644105e-01 -2.579808474850193711e-01 3.841488025462007627e-01 -8.359279432495014817e-01 8.555434046643677348e-01 -6.523764715447397666e-01 9.714491893412269263e-01 5.342464938592828005e-01 -1.445763584444068606e-01
1 6332.185546875 3.013130239480132921e-02 9.406637568947908701e-01 -6.167339038107999549e-01 8.192745067035021034e-01 -1.205867870901635719e-01 9.002123445448202421e-01 5.456730502429172347e-01 -7.639194518322574012e-01 -6.504687698653011108e-01 9.018028920432841211e-02 -6.438993676752240436e-01 3.950940900829749136e-01 -2.612210425266927594e-01 5.248100399110771086e-01 -7.440055260207643073e-01 -8.541983419094851815e-01 5.760915119654226313e-01 4.211871777393767502e-01 1.013201292298946399e-01 4.728161587479327022e-01 -1.485520745599133718e-02 -3.862953335551497780e-01 4.783686603004433380e-02 7.992813712975967988e-01 -1.163799981634145997e-01 -7.198992564446902165e-01 2.067695121421011528e-01 1.833987675006212292e-01 2.706778957315010281e-01 -7.047022872831396612e-01 -4.177371851671742853e-01 7.382372727621766550e-01 9.282030221461101682e-01 -7.951769266576997897e-01 -2.103310119513797094e-01 -8.614405366148969456e-01 7.859360515220283894e-01 -8.785633591971220291e-02 -8.526893715457415368e-01 1.822125963168061968e-01 -4.140543722345888522e-01 -6.311691654021795994e-01 -6.311015567515940727e-01 -8.497012535354842022e-01 5.155700768235116360e-01 -7.123853551870040768e-02 -6.319373478599812355e-01 3.187433024822148298e-01 3.236908684241424083e-02 3.098318641341759605e-01 -4.602843633520414812e-01 2.854826617261969623e-01 -3.640058154876468777e-02 -8.596039879072969736e-01 8.070560885973023790e-01 1.227726282152010739e-01 -1.164317424393364053e-01 -5.720170277278437965e-01 3.848168845830008955e-01 -8.590711253001028780e-01 3.533351744597010846e-01 -4.977677314640218675e-01 9.084684679806231955e-02 -8.221260804183900817e-01 -3.439091059374854709e-01 -7.541404020142175035e-01 1.807397693969312602e-01 6.905070247335560740e-01 2.958881110775282153e-01 -6.903081500760965827e-01 -3.674006489537395836e-02 -2.011523626109945617e-01 -4.351046009134411641e-01 -5.404728955908488786e-03 4.176819209579409886e-01 -5.775106832944028046e-01 -8.483711120264394445e-01 8.572785550562294077e-01 -8.698161241688249223e-01 -2.249093609836005925e-02 4.164711218522019198e-01 8.065693401084910175e-01 4.608083278805197303e-02 -9.273489533730172596e-02 -9.446554935694428945e-01 -8.562487180181932445e-01 -7.849882314259688521e-01 9.540224653964544110e-01 -5.452332967715856071e-01 -5.356378553719021163e-02 3.013866213421745321e-01 -8.841980921508469926e-01 -2.479808477085367890e-01 3.941488023226833448e-01 -8.459279430259840638e-01 8.455434048878851527e-01 -6.423764717682571845e-01 9.814491891177095084e-01 5.242464940828002185e-01 -1.345763586679242785e-01
2 5986.0478515625 2.035763542436952456e-02 9.506337466639516176e-01 -6.267413318161376701e-01 8.292658228282989707e-01 -1.304929430787375999e-01 8.902451347735447218e-01 5.357367082270547698e-01 -7.556574014941679351e-01 -6.404581129645972037e-01 1.001631181865028086e-01 -6.338970330730469005e-01 3.852956126791553526e-01 -2.711954039240187520e-01 5.148056191463328268e-01 -7.346404656540741485e-01 -8.453393165950349175e-01 5.660990400693106661e-01 4.310170947306701805e-01 9.139148459511137190e-02 4.826442661794636546e-01 -2.483044429653746832e-02 -3.950709254054305397e-01 5.764112601572968231e-02 7.892933986208428010e-01 -1.068790420006042741e-01 -7.099075705848312268e-01 1.968013505591543755e-01 1.733971025193752347e-01 2.802634048082155438e-01 -7.146666341688208135e-01 -4.077528530303644594e-01 7.282398853455158694e-01 9.381453683986111791e-01 -7.851976553277604243e-01 -2.008761897836255361e-01 -8.713672059144994542e-01 7.759599224744557766e-01 -7.785285951605858124e-02 -8.428133252160048272e-01 1.722275982843555209e-01 -4.240506029486119655e-01 -6.377728184792157418e-01 -6.211230751831979813e-01 -8.596702812484253720e-01 5.255240525010018704e-01 -8.107075473939828747e-02 -6.219375585624005165e-01 3.087627151934775327e-01 4.163118949848065853e-02 3.198368408984972877e-01 -4.702697301882317049e-01 2.755097978955709515e-01 -2.640871873761652111e-02 -8.696159272391861261e-01 8.051471230720850247e-01 1.327487693699671567e-01 -1.264295442945428949e-01 -5.620055670957579963e-01 3.948175428045437307e-01 -8.689848203449184183e-01 3.627763900046401258e-01 -5.077473101304108560e-01 1.008491888508200596e-01 -8.122959883384526236e-01 -3.339266913938567782e-01 -7.441296473246432619e-01 1.707262831382456714e-01 7.003851907534726084e-01 2.859045463505198725e-01 -7.003027435250335220e-01 -2.681218394510187508e-02 -1.911827872803795181e-01 -4.251298483606338330e-01 -1.539910633800811723e-02 4.276854979444326688e-01 -5.674971914477817680e-01 -8.383792175503237409e-01 8.473690956664832186e-01 -8.796266463675019853e-01 -1.253567519571685551e-02 4.065036168516702464e-01 7.965689836354623576e-01 5.606042635560215537e-02 -1.026996911204638430e-01 -9.346520246163698697e-01 -8.463429299020361896e-01 -7.750254221538583899e-01 9.440326049288416677e-01 -5.552417967292067047e-01 -4.356316270590521178e-02 2.917237193595094702e-01 -8.941764275015988694e-01 -2.379908019077316972e-01 3.955355060131973133e-01 -8.559196083967464119e-01 8.355745839285555476e-01 -6.324014631017418342e-01 9.913804889531530051e-01 5.142757639121926516e-01 -1.245761912533782656e-01
3 5652.513671875 1.275802272641057833e-02 9.604891856190798105e-01 -6.367726594213851676e-01 8.392591021810831275e-01 -1.400674672056845260e-01 8.803621817555946638e-01 5.258871924835011313e-01 -7.546888277627976649e-01 -6.304319290539293075e-01 1.101210966884187403e-01 -6.239370485023052471e-01 3.758278544408397703e-01 -2.810844468602842205e-01 5.048170923326469328e-01 -7.258994035195698302e-01 -8.365896760482958161e-01 5.562054913944292078e-01 4.382744128548452522e-01 8.173593540417289915e-02 4.913419109868619739e-01 -3.482938236528498877e-02 -3.971514096988317810e-01 6.753120085740782486e-02 7.793424227333654031e-01 -9.770592442257464150e-02 -6.999240412480807194e-01 1.869793414278420052e-01 1.634612717996062337e-01 2.898907144360465260e-01 -7.246607936214379819e-01 -3.977347120214509424e-01 7.182207552720281107e-01 9.480667189149900587e-01 -7.753512725533477923e-01 -1.911810361002015402e-01 -8.811403951164504811e-01 7.660599318413257031e-01 -6.783017085901321686e-02 -8.334292258219218041e-01 1.622402020962752101e-01 -4.338767769544780162e-01 -6.455935243624206787e-01 -6.111897515837998451e-01 -8.696246713644613102e-01 5.354863029795675633e-01 -9.018120827799491757e-02 -6.119470880785014000e-01 2.987618902651938413e-01 4.467899570929656505e-02 3.298371889896227760e-01 -4.802003687846472246e-01 2.655718586614930210e-01 -1.648311021442649960e-02 -8.796468608949845613e-01 8.110123151128860730e-01 1.427274958762003720e-01 -1.363989016956754785e-01 -5.519840072016730659e-01 4.048090116662428350e-01 -8.787377914650971178e-01 3.708917989467435117e-01 -5.176663165078694284e-01 1.108167953655123661e-01 -8.024898973725855811e-01 -3.239687259304568911e-01 -7.340951969948030786e-01 1.607037742264572078e-01 7.103364274112708987e-01 2.759514768498947390e-01 -7.102998273305349830e-01 -1.707842973492779137e-02 -1.813391807785618148e-01 -4.152639124687671490e-01 -2.520000424919910387e-02 4.376729537371577550e-01 -5.574740660004489090e-01 -8.284720724971754713e-01 8.377979466525466989e-01 -8.892719109632489793e-01 -2.603914355598924146e-03 3.965265695200390628e-01 7.865971265645395061e-01 6.600936637193144385e-02 -1.125724182165446230e-01 -9.246648519457074666e-01 -8.370345712476563449e-01 -7.653047604764382505e-01 9.340881557499671750e-01 -5.650234423401352402e-01 -3.355397077561117491e-02 2.832654188658518812e-01 -9.041618222774663316e-01 -2.280960546206967088e-01 3.900884456777697906e-01 -8.658976466555969864e-01 8.255916394623818988e-01 -6.225509089335174995e-01 1.000000000000000000e+00 5.044401714411295146e-01 -1.146039262631677325e-01
4 5335.90771484375 6.931990937226961691e-03 9.702131013375756563e-01 -6.465915309269436584e-01 8.491781895836056915e-01 -1.491535918046644760e-01 8.706279348757786085e-01 5.161708875330850432e-01 -7.575210612029286139e-01 -6.203786091974048400e-01 1.200121056466392222e-01 -6.140197352692873256e-01 3.669153497901873617e-01 -2.907107162007993573e-01 4.948571338389373686e-01 -7.188827931653847259e-01 -8.273706284348538720e-01 5.462464148631978045e-01 4.440271202207455303e-01 7.236329779701566878e-02 4.987876398588333426e-01 -4.463651548111302603e-02 -3.953266671664965592e-01 7.747681605214573608e-02 7.696232902876127824e-01 -8.829817595435440758e-02 -6.899561907268738636e-01 1.773550688429268440e-01 1.536478289733351765e-01 2.993888151638430806e-01 -7.346631366055182966e-01 -3.878541199062275346e-01 7.082258908082219584e-01 9.578252053274556310e-01 -7.654197743461959025e-01 -1.814528260533141424e-01 -8.906972678866407200e-01 7.562901000572561649e-01 -5.777705961874546325e-02 -8.252643487499451425e-01 1.522738547297037837e-01 -4.438023407741844562e-01 -6.540315285432096726e-01 -6.013406866003723206e-01 -8.794846635556567982e-01 5.454898995238333104e-01 -9.813682089274577969e-02 -6.019982998677517738e-01 2.888628682075413678e-01 4.369168260357181310e-02 3.397686573944522781e-01 -4.900558962154200060e-01 2.557518025136196194e-01 -6.693048241391164055e-03 -8.897007861111825289e-01 8.185115177331241387e-01 1.527530893283559621e-01 -1.462905094943114381e-01 -5.420153268720522277e-01 4.146124213544175596e-01 -8.881622813879186396e-01 3.783170284775250192e-01 -5.275012030364210069e-01 1.207293672353029201e-01 -7.929726942874610884e-01 -3.141271813768193866e-01 -7.240979008477546053e-01 1.506740233503285342e-01 7.199181962965257586e-01 2.661032062846233615e-01 -7.201499949998908523e-01 -7.598390145820754782e-03 -1.716794499492633186e-01 -4.057649791385888882e-01 -3.486356653956956819e-02 4.476585524726690579e-01 -5.474591017328374054e-01 -8.186430374683602018e-01 8.300237156284602236e-01 -8.981712485753414743e-01 7.159481989480021014e-03 3.867720747561282923e-01 7.766631230996619006e-01 7.589894016206444327e-02 -1.222207962236585566e-01 -9.147357360617014432e-01 -8.274568666541171069e-01 -7.557724317813794279e-01 9.241909469773674779e-01 -5.746827913271781441e-01 -2.353332916558481536e-02 2.761025456983072779e-01 -9.140896175460615503e-01 -2.183169170614616128e-01 3.830133389526730880e-01 -8.758124313478248268e-01 8.155647058370414371e-01 -6.126275886698933082e-01 1.000000000000000000e+00 4.948476429861701220e-01 -1.046389200011037524e-01
5 5034.5087890625 6.304248788291166861e-03 9.795171209600803675e-01 -6.563230499629386649e-01 8.590110597987832275e-01 -1.556823516455403400e-01 8.612898018386883070e-01 5.069364209430977652e-01 -7.632566676237138026e-01 -6.102849258204965377e-01 1.297041524379543009e-01 -6.042354176938922183e-01 3.592760562312917738e-01 -2.994002883041209095e-01 4.850448821742392447e-01 -7.164671333279599708e-01 -8.179087999273708665e-01 5.362165308079409609e-01 4.457555549184704091e-01 6.367274221705532256e-02 5.026484618062887488e-01 -5.442127264076335180e-02 -3.900571127228391610e-01 8.738061020667053924e-02 7.604595306388128861e-01 -7.891787449373066643e-02 -6.799952357180094609e-01 1.682295884145887932e-01 1.441884051407398282e-01 3.090441669143957348e-01 -7.446422831382326635e-01 -3.780813702885317262e-01 6.983310969550582392e-01 9.673470417423888357e-01 -7.554287441374294421e-01 -1.716390153546261121e-01 -8.995387508090755269e-01 7.468066378576874165e-01 -4.768845008722366607e-02 -8.192351102912223126e-01 1.424045670078910586e-01 -4.538080719097912219e-01 -6.629680156814810044e-01 -5.917615300749392571e-01 -8.891282499081243351e-01 5.555250455516367314e-01 -1.035870882374589907e-01 -5.921732667320396271e-01 2.789830062492164586e-01 3.884006615019242048e-02 3.494525290362073822e-01 -4.997039957570841295e-01 2.461672461798989353e-01 2.827033561811465034e-03 -8.997953235108917536e-01 8.268508166221650857e-01 1.628184297653509915e-01 -1.560200280494161706e-01 -5.321477872427120559e-01 4.240605789778277845e-01 -8.968577869473630670e-01 3.838319454414003129e-01 -5.370578839541608751e-01 1.304983440652489612e-01 -7.837047662086904509e-01 -3.046555832955286647e-01 -7.140939252552009897e-01 1.407048894666138583e-01 7.290226856453545512e-01 2.564161122667600878e-01 -7.299639975510292533e-01 9.781836582001268710e-04 -1.626114963850366912e-01 -3.970990980189204045e-01 -4.400001701651401476e-02 4.573551254916967679e-01 -5.374765456281773712e-01 -8.091373660193545980e-01 8.252474468966575216e-01 -9.048022578560230844e-01 1.652506575945711376e-02 3.771364717007703593e-01 7.668243911401997348e-01 8.566359938055456702e-02 -1.313839318863334604e-01 -9.049846974358650709e-01 -8.178063177340817447e-01 -7.468244521225373411e-01 9.144985500087643437e-01 -5.837887540283199783e-01 -1.355052719176508269e-02 2.731719650599582216e-01 -9.238491898806491243e-01 -2.088373999443189355e-01 3.749190728956586227e-01 -8.855510545124190003e-01 8.054860893967452640e-01 -6.026698569684596496e-01 1.000000000000000000e+00 4.857984732669509143e-01 -9.471032379509436439e-02
6 4749.15478515625 8.998909818836997587e-03 9.881546973240611376e-01 -6.659459879626044021e-01 8.687483968069018569e-01 -1.598756399196497036e-01 8.524603711616915991e-01 4.983897602888509581e-01 -7.702939328499587290e-01 -6.001439461579589629e-01 1.390867207377246562e-01 -5.946979257464797275e-01 3.528939256792085200e-01 -3.070524648481911534e-01 4.753955495614863302e-01 -7.173125685198371571e-01 -8.083688185547164284e-01 5.261348503163743029e-01 4.436481889302754666e-01 5.587782465594148817e-02 5.029685394472245274e-01 -6.410638946080071676e-02 -3.832043527431738816e-01 9.735768920326925979e-02 7.520005875325788125e-01 -6.935521541638434151e-02 -6.700856031022643933e-01 1.598427529586943230e-01 1.352103866035760937e-01 3.186419126384181233e-01 -7.545598506223134549e-01 -3.684040616769599374e-01 6.885856918994757159e-01 9.763927078260823400e-01 -7.453627676071159502e-01 -1.620022434894370367e-01 -9.072350091789087578e-01 7.377478159113048939e-01 -3.755685722491564071e-02 -8.151356206358766343e-01 1.327816709177411791e-01 -4.638797304391324428e-01 -6.722130118044968849e-01 -5.825402696390600266e-01 -8.984213656059254482e-01 5.656275625231652615e-01 -1.055066099548136460e-01 -5.826013493769790497e-01 2.692401688499721502e-01 3.216058944574395895e-02 3.587539893842770500e-01 -5.090240099134852869e-01 2.368593317663871822e-01 1.190751713995696903e-02 -9.099357071269815744e-01 8.354779146758588571e-01 1.729434623914434255e-01 -1.655411650410958391e-01 -5.224446791331782691e-01 4.327847664786026449e-01 -9.043572219325834993e-01 3.892192251120858426e-01 -5.462487618536884248e-01 1.400315500661730717e-01 -7.742839736364901526e-01 -2.954306767317698146e-01 -7.041381046276904421e-01 1.308486449174586230e-01 7.374390440268643321e-01 2.469855994808485278e-01 -7.395830603174620155e-01 8.185054832476001963e-03 -1.544821082910883270e-01 -3.898910873714744874e-01 -5.274235413162298158e-02 4.668016151163758565e-01 -5.275951404683463242e-01 -8.000310317205054922e-01 8.240236485210807871e-01 -9.086140519563523643e-01 2.546796039704180004e-02 3.675338644729084780e-01 7.572211599262128612e-01 9.528721538305462424e-02 -1.399307946375789591e-01 -8.954930312157365346e-01 -8.080276365229082103e-01 -7.387090953344981337e-01 9.050891195719743543e-01 -5.915915640825923916e-01 -3.599052115387690876e-03 2.742101380407286904e-01 -9.333212377907433854e-01 -1.997579911124245378e-01 3.662347357565289840e-01 -8.949637632046716362e-01 7.953898048358860606e-01 -5.926766483961911636e-01 1.000000000000000000e+00 4.775296745654857844e-01 -8.490514552535044501e-02
7 4500.94873046875 1.397945205018813475e-02 9.958442036052284063e-01 -6.754917677496083961e-01 8.783215211560191360e-01 -1.613469997844583226e-01 8.443218290981573393e-01 4.908266251678332637e-01 -7.782419644989522212e-01 -5.899982335140971923e-01 1.480072757407120410e-01 -5.855988678709060924e-01 3.485306957152800589e-01 -3.135525390224462861e-01 4.659679825488782789e-01 -7.208315918227796715e-01 -7.988248446021846139e-01 5.160277661389398585e-01 4.391217283870005872e-01 4.917997342275715056e-02 5.004012749629829226e-01 -7.360339681589467276e-02 -3.753990681648207151e-01 1.074169415845940279e-01 7.443150966486919984e-01 -5.959105445547163704e-02 -6.603369617007350811e-01 1.524378369702490410e-01 1.266352824265779553e-01 3.279320723183674069e-01 -7.643646116595439466e-01 -3.588565757069992479e-01 6.790269713852974398e-01 9.845199492214962156e-01 -7.352262210400335452e-01 -1.523881009001659681e-01 -9.130631983768364712e-01 7.293647197155475048e-01 -2.741654811463178909e-02 -8.136082065607777025e-01 1.234559645177639720e-01 -4.737879260241448787e-01 -6.817221235590931183e-01 -5.738737840910406174e-01 -9.070010258129586056e-01 5.756206341910152791e-01 -1.042187329772283899e-01 -5.734131611370469894e-01 2.595732035069140409e-01 2.443677091262141943e-02 3.675817213288976593e-01 -5.178881388756444437e-01 2.279519149309598980e-01 2.038770092015029789e-02 -9.201043684904044451e-01 8.444642136020334977e-01 1.830847419398500264e-01 -1.747445291823812585e-01 -5.129223267655387275e-01 4.410958667827293844e-01 -9.101788732460374121e-01 3.932621928003781075e-01 -5.550061109573776186e-01 1.492287674784660290e-01 -7.646334209911644919e-01 -2.862708696159765864e-01 -6.942731754955269174e-01 1.211191831730309421e-01 7.445027020035512866e-01 2.379309507909228572e-01 -7.490367201946430686e-01 1.361457510419450401e-02 -1.475591419561195217e-01 -3.841205195668995209e-01 -6.115847688852138475e-02 4.760770142648400594e-01 -5.179005213640801575e-01 -7.913782068120105428e-01 8.261802838017793249e-01 -9.090487072741562091e-01 3.381337807539797069e-02 3.583637448222465327e-01 7.478648642362724086e-01 1.046937177416700226e-01 -1.476177900730850645e-01 -8.862969267339202428e-01 -7.981065449142050738e-01 -7.318313093202690744e-01 8.959660540630722814e-01 -5.980862407768663402e-01 6.310735099904762890e-03 2.778903467386437676e-01 -9.425115568967261659e-01 -1.911726349365250321e-01 3.572097403773790703e-01 -9.038934461002128273e-01 7.852852333667579288e-01 -5.827690125360460716e-01 1.000000000000000000e+00 4.702634506691909522e-01 -7.532985864521490882e-02
8 4270.537109375 2.034882813961202963e-02 1.000000000000000000e+00 -6.851128291342862831e-01 8.876164473449053016e-01 -1.597588722086435986e-01 8.369858640421850016e-01 4.843271270165905307e-01 -7.868250780500920527e-01 -5.798594219705133224e-01 1.564372509895852748e-01 -5.768433944508821742e-01 3.460469031122641592e-01 -3.182999442050165051e-01 4.567806203920699026e-01 -7.261218030011420410e-01 -7.894147613082698189e-01 5.058539610809373865e-01 4.331624555366957452e-01 4.350279352369046393e-02 4.960598132672522365e-01 -8.295408780658108938e-02 -3.670668398767662488e-01 1.175731250881622003e-01 7.371346503554869756e-01 -4.967134306682408074e-02 -6.507744907505488285e-01 1.462921133405061802e-01 1.184879170129717885e-01 3.363140509270352574e-01 -7.739623219933084997e-01 -3.494119710792111810e-01 6.696963354949327929e-01 9.918235866739197881e-01 -7.250116855205528399e-01 -1.428103329766916563e-01 -9.169603819515725895e-01 7.215907154685079483e-01 -1.737890148571552551e-02 -8.146407182644477274e-01 1.144569521071232554e-01 -4.834459637090027240e-01 -6.914610726865884072e-01 -5.656922223751397194e-01 -9.148397537193049267e-01 5.857292606386332867e-01 -1.005053761805763113e-01 -5.647045444183971252e-01 2.499545961572202657e-01 1.602105421236554861e-02 3.758711516193582458e-01 -5.262127126234581453e-01 2.195593732616507587e-01 2.819722348187925220e-02 -9.302813456330960573e-01 8.538081031439574975e-01 1.932156726318075002e-01 -1.836676229707070451e-01 -5.036626762818112724e-01 4.487846959923849077e-01 -9.140847339532012228e-01 3.958476597515099282e-01 -5.631446716473633707e-01 1.579662859305739353e-01 -7.548390292994797690e-01 -2.769536727103636409e-01 -6.844495281678057985e-01 1.114170762352648669e-01 7.504993213547594966e-01 2.291463018286039599e-01 -7.580407962061219695e-01 1.666725818567238449e-02 -1.420759039296197734e-01 -3.801014724332749672e-01 -6.891787240965552286e-02 4.851082569558204938e-01 -5.083374208398334648e-01 -7.831638262199027700e-01 8.301560360772164415e-01 -9.066008308933997117e-01 4.147538798887229206e-02 3.493892159507698825e-01 7.387783903913269778e-01 1.138213811901229722e-01 -1.544522248841109224e-01 -8.774674494907948041e-01 -7.880602146336030955e-01 -7.262101913149039412e-01 8.871874894311333470e-01 -6.027577967206534382e-01 1.615271364986203828e-02 2.829360368467344067e-01 -9.513669779928126680e-01 -1.832740267139212342e-01 3.478435894319540367e-01 -9.120224495579378754e-01 7.752052851351800555e-01 -5.729190516203017669e-01 1.000000000000000000e+00 4.641666186806476802e-01 -6.595090573967921088e-02
9 4073.1884765625 2.770843807876999243e-02 1.000000000000000000e+00 -6.948575766761311279e-01 8.966231860076250282e-01 -1.559912351383752060e-01 8.304714861501676371e-01 4.789887049938306163e-01 -7.958744386904390566e-01 -5.696943452676801467e-01 1.642966393559268656e-01 -5.684259529412181156e-01 3.451814762082079380e-01 -3.215074226444518679e-01 4.479293641705370810e-01 -7.326333547948067348e-01 -7.800971024666598641e-01 4.956766048899579058e-01 4.260397321510041024e-01 3.919338655399418059e-02 4.904212855833385287e-01 -9.225726365083319891e-02 -3.583207253172946416e-01 1.278269568323562311e-01 7.306313309877205953e-01 -3.961759480191529015e-02 -6.414878840662217030e-01 1.414923533937426647e-01 1.107586670065940915e-01 3.439913401186687203e-01 -7.833483706455401929e-01 -3.400097108949231561e-01 6.605827927593561633e-01 9.980181972882493646e-01 -7.147152383179895541e-01 -1.332331136022137930e-01 -9.187127420934086963e-01 7.145292684516131310e-01 -7.355515268061774137e-03 -8.175288766938617613e-01 1.058050678344286677e-01 -4.929829089700639155e-01 -7.013816157462950951e-01 -5.580620818545074524e-01 -9.217813167034436539e-01 5.959433351534395573e-01 -9.517172904865645044e-02 -5.565196196966792908e-01 2.403693711338910077e-01 7.102609586332242486e-03 3.836186494946016712e-01 -5.340008734392931444e-01 2.117303562557899532e-01 3.526400837411047817e-02 -9.404485504080122293e-01 8.634202666727575082e-01 2.032597686695529760e-01 -1.923597496918507677e-01 -4.946102124746456496e-01 4.560881155153260202e-01 -9.162799308779323582e-01 3.968321646868415709e-01 -5.707373692752057970e-01 1.662008985742926548e-01 -7.450096170850217803e-01 -2.677071426990673686e-01 -6.746559104051805811e-01 1.017766712807122165e-01 7.547564671581812323e-01 2.207164290252139338e-01 -7.665761841319256309e-01 1.729408752206973432e-02 -1.380807745566952072e-01 -3.778595748037010260e-01 -7.583011922179050401e-02 4.936671319056333829e-01 -4.989015603996984627e-01 -7.754065326938195390e-01 8.355432570745797705e-01 -9.020414690518701040e-01 4.850464430663681270e-02 3.410506686390466502e-01 7.299602976353536388e-01 1.226604221847671372e-01 -1.602805314286830374e-01 -8.690274243400188947e-01 -7.779001158499312396e-01 -7.220407416390757227e-01 8.788166866933608823e-01 -6.059815518847253557e-01 2.591958382814429918e-02 2.890556429318560383e-01 -9.599000692771473275e-01 -1.760851156298355313e-01 3.381988286817199096e-01 -9.192812573325710446e-01 7.651718294578495616e-01 -5.631579612299175697e-01 1.000000000000000000e+00 4.592376968656397551e-01 -5.678900780470597098e-02
