iter loss z0 z1 z2 z3 z4 z5 z6 z7 z8 z9 z10 z11 z12 z13 z14 z15 z16 z17 z18 z19 z20 z21 z22 z23 z24 z25 z26 z27 z28 z29 z30 z31 z32 z33 z34 z35 z36 z37 z38 z39 z40 z41 z42 z43 z44 z45 z46 z47 z48 z49 z50 z51 z52 z53 z54 z55 z56 z57 z58 z59 z60 z61 z62 z63 z64 z65 z66 z67 z68 z69 z70 z71 z72 z73 z74 z75 z76 z77 z78 z79 z80 z81 z82 z83 z84 z85 z86 z87 z88 z89 z90 z91 z92 z93 z94 z95 z96 z97 z98 z99
0 206728.484375 -6.923496157094348735e-01 -5.906114135480720062e-01 -9.741523895250021603e-01 6.365791119140618015e-01 7.105136704673087333e-01 -7.327395617566787589e-01 -8.381637616947725800e-01 -7.397465082952645599e-01 -6.621378841547256311e-01 -1.405873518475417860e-01 8.534618213273446052e-01 6.095267536763400162e-01 4.916364076542878436e-02 3.216859610360360833e-01 -1.464583804914094678e-01 -4.812003282303323193e-01 1.681168304214786247e-02 8.711776060971674340e-01 -2.372559056913843278e-01 -7.565877809904646423e-01 3.780449551513265227e-02 -9.835058814419013196e-01 -6.739461141733538163e-02 -1.362581532018802832e-01 9.498270698738515705e-01 4.837638153185150891e-01 7.807078420576931688e-01 7.560571154044661846e-01 9.685532413581059430e-01 5.040258411830036422e-01 -8.728187887681582158e-01 -5.654199828913901715e-01 8.566194426701096987e-01 3.046881723790777485e-01 1.595192183203399949e-01 -8.479163753235654521e-01 -4.158956356018663758e-01 7.888716255826677681e-01 -7.223789475815209915e-01 3.250290148323919937e-01 8.025854521433886113e-01 -4.651035669695855468e-01 1.564097816267597807e-01 -4.622863693546541697e-01 -4.344811159472710127e-01 7.315405558150673837e-01 -9.639153159421407491e-01 2.407175687596023739e-01 -7.375825957772399466e-01 4.643246566139984655e-01 -8.321615100959489641e-01 8.100070219551707140e-01 2.186952637770747110e-01 1.238771268201155351e-03 -3.713927034252635373e-01 3.836745718545993000e-01 4.403161396470571809e-01 4.692210381937542696e-01 5.872748536590133295e-01 9.641192205333461995e-01 -2.974904821264203747e-01 -9.337462612306459686e-01 6.559883224506790622e-01 3.274401923539542736e-01 -8.900493854676050365e-01 -7.121085091783145860e-01 -9.049603714329275128e-01 4.849712163979424950e-01 6.099340125227619147e-01 8.730516918627646561e-01 -2.497797205716234537e-02 1.269391997756412760e-01 9.476794743646355101e-01 9.275376751831412303e-01 -4.852737346314552891e-01 7.227144192449810323e-01 3.857784205386827203e-02 2.371202278075927872e-01 -3.798627344653313642e-01 -7.439378637918125925e-02 -8.841034431757190948e-01 5.682939340214556712e-01 -5.218025280632543339e-01 4.814405820734117825e-01 -1.490346344452131433e-01 2.362364784626469483e-01 8.586294133765011161e-01 -8.025320280852348276e-01 -6.248391961952302065e-01 6.822157984024719291e-01 -1.372317767895281371e-01 2.354903821774232409e-01 -5.561555825263686526e-01 1.147115735643251533e-01 6.829441355796304070e-01 -3.868220011791745350e-02 -4.576772425234831854e-01 -7.538294663496623027e-01 8.556453889220569931e-01 -6.241429385153201004e-01
1 190878.78125 -6.823496159329522914e-01 -6.006114133245545883e-01 -9.841523893014847424e-01 6.265791112062566448e-01 7.005136716221487259e-01 -7.227395619801961768e-01 -8.281637619182899979e-01 -7.297465085187819778e-01 -6.521378834469204744e-01 -1.505873516240243681e-01 8.434618215508620231e-01 6.195267543841451729e-01 3.916364098894620227e-02 3.316859608125186654e-01 -1.564583802678920499e-01 -4.912003280068149014e-01 2.681168281863044456e-02 8.611776063206848519e-01 -2.272559059149017457e-01 -7.465877802826594856e-01 4.780449529161523436e-02 -9.935058812183839017e-01 -7.739461119381796372e-02 -1.262581534253977011e-01 9.398270700973689884e-01 4.737638164733550816e-01 7.907078418341757509e-01 7.660571151809487667e-01 9.585532415816233609e-01 5.140258418908087990e-01 -8.628187889916756337e-01 -5.554199831149075894e-01 8.466194419623045420e-01 3.146881721555603306e-01 1.495192185438574128e-01 -8.379163755470828701e-01 -4.058956358253837937e-01 7.988716253591503502e-01 -7.123789478050384094e-01 3.150290150559094116e-01 7.925854523669060292e-01 -4.551035671931029647e-01 1.464097818502771986e-01 -4.522863695781715876e-01 -4.244811161707884306e-01 7.415405555915499658e-01 -9.739153157186233312e-01 2.307175689831197918e-01 -7.475825955537225287e-01 4.543246568375158834e-01 -8.421615098724315462e-01 8.000070221786881319e-01 2.086952640005921289e-01 1.123877104468373744e-02 -3.813927032017461194e-01 3.736745720781167179e-01 4.303161398705745988e-01 4.592210384172716875e-01 5.972748534354959116e-01 9.741192203098287816e-01 -3.074904819029029568e-01 -9.237462614541633865e-01 6.459883226741964801e-01 3.374401921304368557e-01 -9.000493852440876186e-01 -7.021085094018320039e-01 -8.949603716564449307e-01 4.749712166214599129e-01 6.199340122992444968e-01 8.630516920862820740e-01 -3.497797183364492746e-02 1.169391999991586939e-01 9.576794750724406668e-01 9.375376749596238124e-01 -4.752737348549727070e-01 7.127144194684984502e-01 4.857784183035085412e-02 2.471202275840753693e-01 -3.898627342418139463e-01 -8.439378708698641596e-02 -8.741034433992365127e-01 5.782939337979382532e-01 -5.318025278397369160e-01 4.914405818498943646e-01 -1.590346342216957254e-01 2.462364782391295304e-01 8.486294136000185340e-01 -7.925320283087522455e-01 -6.348391959717127886e-01 6.922157981789545111e-01 -1.272317760817229804e-01 2.254903824009406588e-01 -5.661555823028512346e-01 1.047115737878425712e-01 6.729441358031478249e-01 -2.868220034143487140e-02 -4.676772422999657675e-01 -7.438294665731797206e-01 8.656453896298621498e-01 -6.341429392231252571e-01
2 176006.828125 -6.724133009254444904e-01 -6.106149185992080231e-01 -9.940933832736074116e-01 6.166546305147044826e-01 6.905152094592368339e-01 -7.133841324202501166e-01 -8.181818605333999184e-01 -7.197888187268641769e-01 -6.421307404262905916e-01 -1.605987926983361014e-01 8.335318413995067566e-01 6.294888251174539651e-01 2.916034991848492908e-02 3.416978377457953187e-01 -1.657490065404512158e-01 -4.974935684757639809e-01 3.681759463081668571e-02 8.511712921771463769e-01 -2.175171560904374246e-01 -7.380599323444199111e-01 5.781635452976296996e-02 -9.874116462228399449e-01 -8.740380219278942597e-02 -1.162455752062223624e-01 9.298464911905348629e-01 4.637542156924507886e-01 8.004749616069080087e-01 7.747664872022066440e-01 9.506658949115918134e-01 5.229294682433573982e-01 -8.528365364981749241e-01 -5.454102724379394918e-01 8.366339847878245806e-01 3.246972802668226521e-01 1.418218523658216768e-01 -8.281093038985447574e-01 -3.958970712169886941e-01 8.088852028874482514e-01 -7.025176005394968559e-01 3.050221048659231826e-01 7.826203036124881329e-01 -4.457302338879824966e-01 1.364293873453128469e-01 -4.423487199854143626e-01 -4.146372023325211043e-01 7.512473144855762452e-01 -9.839286138501488477e-01 2.212740521400988758e-01 -7.575295453337098639e-01 4.444094735392261075e-01 -8.521678808266470728e-01 7.902199413692141405e-01 1.986817851924871370e-01 2.123645741589097469e-02 -3.914011379667869939e-01 3.637825768492897183e-01 4.203031080973054223e-01 4.492074925539413233e-01 6.072871569145117387e-01 9.803364783608665700e-01 -3.170140170502122601e-01 -9.142032327940448067e-01 6.361746265281851276e-01 3.470866404371761860e-01 -9.100532164816421687e-01 -6.931941728396753266e-01 -8.865480626654895779e-01 4.649578477094187257e-01 6.299420931617070174e-01 8.534124401090767975e-01 -4.499129138558966012e-02 1.069379382805875078e-01 9.671816242594690749e-01 9.375292593533071095e-01 -4.655950571992162335e-01 7.027165710471632298e-01 5.789868952045629236e-02 2.571329315317982811e-01 -3.998672909796541219e-01 -9.436420340188633737e-02 -8.640914481879928832e-01 5.882983061339086550e-01 -5.417914029680657162e-01 5.014324288285587627e-01 -1.690332575034130258e-01 2.562282590938911309e-01 8.386541152921824782e-01 -7.825220549988181062e-01 -6.446623450418564882e-01 7.013630333713130049e-01 -1.172779726989090499e-01 2.154772155858981630e-01 -5.761396471500821459e-01 9.471680245629388040e-02 6.654166200453188740e-01 -2.640969852073649093e-02 -4.775459088296212240e-01 -7.371911496699163902e-01 8.756565047412727676e-01 -6.440880366025116821e-01
3 162968.15625 -6.624663409009088344e-01 -6.204275725952583809e-01 -9.952659459854795720e-01 6.067326429736845661e-01 6.805749437813675140e-01 -7.048513754807197440e-01 -8.081678341076210526e-01 -7.097922080332306205e-01 -6.324794781131630739e-01 -1.705216510259632834e-01 8.235882816336910217e-01 6.371456363883167828e-01 1.924073352473998355e-02 3.516948991995549889e-01 -1.747724484735466710e-01 -5.054650303380896492e-01 4.683083036372970298e-02 8.412594234558996575e-01 -2.083656079432358865e-01 -7.289305915840100791e-01 6.680680249800752257e-02 -9.807738089507025414e-01 -9.733885712085377229e-02 -1.062854760828040313e-01 9.200211348858893246e-01 4.540782984768054753e-01 8.103164754269005510e-01 7.835767670931015338e-01 9.508043178806220297e-01 5.322235990827648422e-01 -8.428842753855445569e-01 -5.353794831371401219e-01 8.267388901174692606e-01 3.344331532358539860e-01 1.344214900791049772e-01 -8.235047268116788555e-01 -3.859212588190914506e-01 8.185208571655477883e-01 -6.926512483464393188e-01 2.950084230294969245e-01 7.726967970843490185e-01 -4.360755908739091247e-01 1.269699039080727232e-01 -4.326648334424980646e-01 -4.048760486122018332e-01 7.607722400974894494e-01 -9.939630604546987325e-01 2.120351561799467266e-01 -7.672576566604043524e-01 4.344591849678087758e-01 -8.620782277668068705e-01 7.816857660254026285e-01 1.888142111042117044e-01 3.126312095768479793e-02 -4.012750897520533933e-01 3.542557885922272831e-01 4.102718456846381478e-01 4.392944289458313722e-01 6.169888438257966623e-01 9.855016394601514573e-01 -3.263089730414208134e-01 -9.077085612220450184e-01 6.264106639389808162e-01 3.561594722690486492e-01 -9.189875140805405795e-01 -6.847864031149486497e-01 -8.779718213436278340e-01 4.549758923078193185e-01 6.397667845020342803e-01 8.444410591079023476e-01 -5.492406643599134775e-02 9.702059524524719869e-02 9.759124316011043021e-01 9.375910602095085533e-01 -4.563049450167182552e-01 6.927317490346791562e-01 6.733158835480401727e-02 2.666650208769554276e-01 -4.098566783353989607e-01 -1.039133592332233125e-01 -8.543028204517224555e-01 5.982574096734947222e-01 -5.518103514336514248e-01 5.113303891784761745e-01 -1.790268367420662088e-01 2.655053597686991562e-01 8.290304098827152579e-01 -7.726012902843386598e-01 -6.529671943088624086e-01 7.108658242395953231e-01 -1.076552610106289443e-01 2.072128825761783144e-01 -5.857620095923967707e-01 8.504018302342730706e-02 6.574872958728816830e-01 -2.326586294076005146e-02 -4.874952977434314771e-01 -7.300716202549943912e-01 8.854587027787779174e-01 -6.540573828277733703e-01
4 152319.328125 -6.527970435261238880e-01 -6.293982802502113838e-01 -9.926385718467964914e-01 5.972586951655380894e-01 6.710948706646477913e-01 -7.025222518086218226e-01 -7.981583469480708626e-01 -6.999368361333277999e-01 -6.246828129252379735e-01 -1.795608080961828001e-01 8.137476684026281326e-01 6.373897583868652905e-01 9.631690857887509338e-03 3.602679833378887864e-01 -1.811597487972416154e-01 -5.140314070912410660e-01 5.675238577107499793e-02 8.317416951048430818e-01 -2.029092367103686456e-01 -7.201778078235816505e-01 7.374235938286255454e-02 -9.740092051719826394e-01 -1.071090307003081943e-01 -9.673627461666089999e-02 9.109948719767153591e-01 4.450084077616236478e-01 8.193606439438940736e-01 7.901023213216755714e-01 9.559943587968264822e-01 5.416731928055851242e-01 -8.329908757222750371e-01 -5.254773160031531720e-01 8.175172115177540277e-01 3.432548120259655278e-01 1.260757604076863103e-01 -8.263236192887590814e-01 -3.763098636314154977e-01 8.273868003440822960e-01 -6.827782353343281319e-01 2.851874644300487205e-01 7.627386155541118207e-01 -4.262709089990974753e-01 1.195103206814813745e-01 -4.241246734198220736e-01 -3.966597131740099424e-01 7.648388605852092237e-01 -1.000000000000000000e+00 2.048010475456536472e-01 -7.754948481363321822e-01 4.247162572302747297e-01 -8.714162527704785166e-01 7.728318052431131235e-01 1.803909702488755151e-01 4.131665408707885234e-02 -4.108198832684508695e-01 3.459756650082548290e-01 4.007231117424274736e-01 4.296707253990093012e-01 6.264108005512152300e-01 9.855693421220601547e-01 -3.339740381586011608e-01 -9.111049405177815697e-01 6.167320253987724765e-01 3.612348003210925640e-01 -9.251663844120365798e-01 -6.806496680071989491e-01 -8.688759942260655400e-01 4.453112971807136056e-01 6.485729628483105635e-01 8.375848578913238640e-01 -6.449049085050684305e-02 8.795906221884997045e-02 9.826467347998590895e-01 9.318431775602060707e-01 -4.476116448291305172e-01 6.830216513492228803e-01 7.674242322603652688e-02 2.737065012691730637e-01 -4.198601137608592992e-01 -1.119948410252560311e-01 -8.451994896681764846e-01 6.062057980190342921e-01 -5.617718875878023876e-01 5.203609203390096027e-01 -1.889538403864730043e-01 2.710713672263727059e-01 8.210206557614116996e-01 -7.631363371896178194e-01 -6.572409535100314226e-01 7.205311132020191245e-01 -9.940198093722463213e-02 2.049676554684001228e-01 -5.927963621072895872e-01 7.647030077210503762e-02 6.490469950506236874e-01 -1.779216305440822765e-02 -4.971791665912188574e-01 -7.218401731767067897e-01 8.945846879839514099e-01 -6.636242486891892334e-01
5 143721.671875 -6.442207565694559879e-01 -6.368867875620025654e-01 -9.888937123655661132e-01 5.887508427229755092e-01 6.620193845634376739e-01 -7.040907004220195997e-01 -7.888998391971424606e-01 -6.904609195092585860e-01 -6.183310425577646097e-01 -1.868242403530602225e-01 8.043488764636079758e-01 6.345507239636332120e-01 4.741598944666414184e-04 3.664905708823598118e-01 -1.868462004781998864e-01 -5.224860605256964607e-01 6.604022366384576515e-02 8.230432977888044732e-01 -1.996082101779421691e-01 -7.110768519126009490e-01 8.062945303490232085e-02 -9.665961014611226254e-01 -1.161446375688732768e-01 -8.888308606469852435e-02 9.027741248634875149e-01 4.367276033808491498e-01 8.268459577505768987e-01 7.904118059250246908e-01 9.610974407272552256e-01 5.512085026642052910e-01 -8.237761913550951665e-01 -5.162416545263026624e-01 8.094837747947005724e-01 3.505444712578666966e-01 1.224967743664384656e-01 -8.307879429211781908e-01 -3.678967080682398194e-01 8.354519923729624153e-01 -6.729561135129842331e-01 2.762419518447067901e-01 7.533266258428867879e-01 -4.163554090511323302e-01 1.139078524106729162e-01 -4.169205701362379557e-01 -3.899137437630242342e-01 7.650977250417640985e-01 -1.000000000000000000e+00 2.010017038311631143e-01 -7.818934956942762415e-01 4.156972791262794065e-01 -8.801291014189074335e-01 7.636086411838913790e-01 1.755880750046645566e-01 5.036833651460437267e-02 -4.199745392390838994e-01 3.381306581251104504e-01 3.931731026817764096e-01 4.210564227861681719e-01 6.356365657943878755e-01 9.812095212644160735e-01 -3.406230340721663197e-01 -9.172690479894860527e-01 6.090585360032434448e-01 3.632527009016328634e-01 -9.300410473738474071e-01 -6.777274911581019357e-01 -8.605246607867154118e-01 4.366948320368542191e-01 6.557786000201750731e-01 8.305262057734754677e-01 -7.310123674243551584e-02 8.059993423912437116e-02 9.893312606696458289e-01 9.247449400419849308e-01 -4.389199483790162670e-01 6.746812134526731786e-01 8.623951253751704904e-02 2.781700523695165295e-01 -4.290428397938912397e-01 -1.190070001231957608e-01 -8.371620007606008773e-01 6.106508036929494398e-01 -5.717104489453601612e-01 5.275567381113086540e-01 -1.972195508222807092e-01 2.730516186261728873e-01 8.147309575778751700e-01 -7.549415534871251054e-01 -6.615855053340646830e-01 7.301813091507987075e-01 -9.271123662660718523e-02 2.053289941918510220e-01 -5.963819458704866516e-01 6.988479498109656518e-02 6.400665075773146473e-01 -1.266510049900571033e-02 -5.055179318324245497e-01 -7.130090027891407001e-01 9.022527594104026161e-01 -6.720097653923180481e-01
6 136472.203125 -6.377128956071544952e-01 -6.425252123347717781e-01 -9.842559150024636772e-01 5.814513720077507664e-01 6.532785431523835395e-01 -7.079102701345243442e-01 -7.811930941351190594e-01 -6.814749167436626731e-01 -6.129830591117924055e-01 -1.918906146698717841e-01 7.954913207761804550e-01 6.305442496847659672e-01 -8.206099914431330689e-03 3.705412420053280087e-01 -1.924164873631037942e-01 -5.296369373271574421e-01 7.419150249491046623e-02 8.154013434413132089e-01 -1.971296930516501789e-01 -7.016640882723164108e-01 8.834634299373100852e-02 -9.585912516844969922e-01 -1.241678260183156635e-01 -8.341067559445125568e-02 8.952005105008602470e-01 4.293436849911711484e-01 8.326710097884120199e-01 7.865929679992329504e-01 9.628757387848709826e-01 5.604336765175430557e-01 -8.158988377762892430e-01 -5.080728528609965711e-01 8.028485228740303015e-01 3.561191488630486290e-01 1.239448730529622011e-01 -8.355548718845413614e-01 -3.611708370640756005e-01 8.429102591750945450e-01 -6.630752308251175453e-01 2.686790933264937564e-01 7.455781519415851655e-01 -4.063672622170568793e-01 1.099464243420946730e-01 -4.109109714079686171e-01 -3.840473447281664843e-01 7.631570340130424679e-01 -1.000000000000000000e+00 1.994915175938800633e-01 -7.860116523136462252e-01 4.075682281711030530e-01 -8.880949939722369013e-01 7.543153820624137751e-01 1.743684947054435774e-01 5.784766983337430446e-02 -4.285705422946564092e-01 3.303562962502022415e-01 3.883979096275473886e-01 4.140083970588961382e-01 6.447798223767076120e-01 9.749103249876023281e-01 -3.465653559202905853e-01 -9.246868101758642933e-01 6.046128853884453758e-01 3.630165954804240869e-01 -9.340860653687876880e-01 -6.740784016726950600e-01 -8.542320596707138058e-01 4.295610645624114987e-01 6.609440163018454051e-01 8.226578981308367844e-01 -8.047274944975835176e-02 7.547673900071294462e-02 9.967340923581691214e-01 9.167420730511206539e-01 -4.300636695348385441e-01 6.682366721808972176e-01 9.547619474390933725e-02 2.806945612313413996e-01 -4.365173972904985433e-01 -1.253495354960192376e-01 -8.302637363599398856e-01 6.116039598447582382e-01 -5.810224844612645878e-01 5.326871338702057201e-01 -2.023296637724865121e-01 2.717172035759494175e-01 8.098534755026309817e-01 -7.487914596262008615e-01 -6.673505061579498854e-01 7.398213229498700194e-01 -8.764663694496155344e-02 2.056243820638801179e-01 -5.970766460962086963e-01 6.553925968042451089e-02 6.307597694242146336e-01 -9.207092794539128988e-03 -5.121101575814701601e-01 -7.038607850514659869e-01 9.080962064660702548e-01 -6.788536149432506939e-01
7 129784.9453125 -6.332825903944183654e-01 -6.465992475471693535e-01 -9.791658212966605213e-01 5.750937235978477169e-01 6.447505787988221382e-01 -7.132039937959768761e-01 -7.749634029277101543e-01 -6.728981147656110107e-01 -6.084189857093578180e-01 -1.950972905420784720e-01 7.871500279255072563e-01 6.261889434133023347e-01 -1.651006535631394101e-02 3.729992956463492604e-01 -1.981529901818670503e-01 -5.356723406756629391e-01 8.131640703807185844e-02 8.086934399779197591e-01 -1.954038881760453705e-01 -6.920135514594745185e-01 9.668002228235672568e-02 -9.503094377500516110e-01 -1.312647447837711479e-01 -7.979609719836933124e-02 8.880725605328798622e-01 4.228403516535661488e-01 8.372855157052458974e-01 7.807552057365607645e-01 9.623986997333959792e-01 5.693417611112563392e-01 -8.095077567486026471e-01 -5.005813275984023480e-01 7.975126619883505796e-01 3.601163457720888417e-01 1.279290789434091025e-01 -8.405950671894417692e-01 -3.560694161474586839e-01 8.497178965760197045e-01 -6.530702428849253227e-01 2.622865496567037269e-01 7.394723527136322083e-01 -3.962829991679908126e-01 1.073300547109532488e-01 -4.060274059336670405e-01 -3.789599546517974371e-01 7.597820707127398432e-01 -1.000000000000000000e+00 2.003567474650040925e-01 -7.880528820590193551e-01 4.002498064384687471e-01 -8.952826766418466864e-01 7.449173575331951014e-01 1.759870446316500470e-01 6.390401071034101932e-02 -4.366479570010057820e-01 3.225521041132290989e-01 3.857443394803161674e-01 4.081779796717086572e-01 6.536019794243965730e-01 9.675244377820015895e-01 -3.518586544329878052e-01 -9.329085277272148868e-01 6.026218304139490112e-01 3.608113675130724118e-01 -9.369261920005691469e-01 -6.696316907471457913e-01 -8.489142208081754681e-01 4.238495863812281605e-01 6.642909870723534560e-01 8.142368905870345230e-01 -8.683986661627751680e-02 7.220543912071497594e-02 1.000000000000000000e+00 9.081117041925448330e-01 -4.210909232147697079e-01 6.633026741921963509e-01 1.046101446197409413e-01 2.818443050267362970e-01 -4.426559595153038984e-01 -1.310764340507317716e-01 -8.243446645142296081e-01 6.099882953887185710e-01 -5.895622635730075611e-01 5.360558843176130850e-01 -2.048484713103402299e-01 2.680636083519265522e-01 8.061571770430862038e-01 -7.446067637341649004e-01 -6.741024476749453154e-01 7.494452434948519759e-01 -8.394020010786951147e-02 2.055220338966055049e-01 -5.957094574553385424e-01 6.287727712920743173e-02 6.212185745382454716e-01 -6.462176433713828771e-03 -5.173257265151061102e-01 -6.945213444374809253e-01 9.123109603285406433e-01 -6.843283322995152851e-01
8 123095.328125 -6.305775879580040044e-01 -6.492939209177392978e-01 -9.738302384107693221e-01 5.695042430860035587e-01 6.364406659309780334e-01 -7.196201814176299560e-01 -7.699726282552317169e-01 -6.646880322271850883e-01 -6.045832759438043436e-01 -1.967398630027745732e-01 7.792044987402717560e-01 6.216240620885342683e-01 -2.453483053487515164e-02 3.741396013023576828e-01 -2.040365940043069592e-01 -5.407800149577071114e-01 8.764084821025441840e-02 8.028016023325976747e-01 -1.944377168494639818e-01 -6.821760395325850990e-01 1.054262448752469883e-01 -9.418730848041874104e-01 -1.377525855703474189e-01 -7.757055824981851089e-02 8.812536145475924343e-01 4.170998203990063935e-01 8.408594912310423108e-01 7.736688239547144796e-01 9.606004151440830086e-01 5.777254365896551391e-01 -8.043870188048043435e-01 -4.936014406903181939e-01 7.933299749591080641e-01 3.627508082068873208e-01 1.334827002765015536e-01 -8.460281488386856008e-01 -3.523547850686938876e-01 8.559236267162289025e-01 -6.429560936944398453e-01 2.566864716252830192e-01 7.348014496269699158e-01 -3.861110409226538032e-01 1.058617677449795735e-01 -4.022109587129243380e-01 -3.745110886458105082e-01 7.552395103961175860e-01 -1.000000000000000000e+00 2.034675625374362529e-01 -7.882315035006108861e-01 3.936931926020312833e-01 -9.018740846896717844e-01 7.353391015966916910e-01 1.796903082198997303e-01 6.889944339267639606e-02 -4.442976981365434064e-01 3.147750712051768929e-01 3.849232238566222541e-01 4.034710968000212450e-01 6.619873061377201662e-01 9.593960992885948169e-01 -3.566436133357342442e-01 -9.416800748435540935e-01 6.024979895990270062e-01 3.569634467115818666e-01 -9.384428243870523989e-01 -6.643762029996553853e-01 -8.442602649984034535e-01 4.193748095842315671e-01 6.660789053429190254e-01 8.054512283457544441e-01 -9.236649915248018594e-02 7.060763591825724994e-02 1.000000000000000000e+00 8.990469860429424198e-01 -4.120669727795485127e-01 6.595345493417295035e-01 1.138361296550411961e-01 2.818918128681091595e-01 -4.477819077432458883e-01 -1.363328773351837331e-01 -8.192082468235650783e-01 6.065390053292116779e-01 -5.973130755596327557e-01 5.379640252731059391e-01 -2.053334458995390577e-01 2.628089234044954647e-01 8.035619696219771235e-01 -7.421653274490118690e-01 -6.815075364237281885e-01 7.590537255055145316e-01 -8.130527876387239061e-02 2.051853111929549112e-01 -5.927290033289656090e-01 6.149564914672511762e-02 6.114710600370314442e-01 -4.061861299859081953e-03 -5.215667497277773901e-01 -6.849819581799516666e-01 9.150945626649622522e-01 -6.887570808065679451e-01
9 116444.890625 -6.293838699046034879e-01 -6.507832717227983732e-01 -9.682425115793331649e-01 5.646660651517145801e-01 6.283198813949739669e-01 -7.268052563840308178e-01 -7.659997640110984829e-01 -6.568668057346609412e-01 -6.014867403747474750e-01 -1.971332557246641137e-01 7.715962796904007881e-01 6.170507462408691968e-01 -3.230161842894530011e-02 3.741533740571130195e-01 -2.100206162863709203e-01 -5.451875614406873627e-01 9.334498570690463737e-02 7.975688281457182782e-01 -1.940508008649004523e-01 -6.722105769224595573e-01 1.144808600375599728e-01 -9.333072742951613598e-01 -1.437127920715333129e-01 -7.646551654102129447e-02 8.745967708443522781e-01 4.121055588548085957e-01 8.434742769153149577e-01 7.658247008966934111e-01 9.579231609981180284e-01 5.858455524360506317e-01 -8.004650182774224465e-01 -4.870136797016952901e-01 7.900986425545690750e-01 3.641161383935598295e-01 1.400103816458360129e-01 -8.516801951354311395e-01 -3.497597140863419884e-01 8.614933594642009140e-01 -6.327479125888857414e-01 2.517983068144467040e-01 7.314984286672499003e-01 -3.758794668566705077e-01 1.053791713461826873e-01 -3.993926240980663067e-01 -3.706074896555191511e-01 7.498436285644716204e-01 -1.000000000000000000e+00 2.082794888166532576e-01 -7.869102490861046295e-01 3.877948994942832517e-01 -9.078386446582327185e-01 7.256332852011109225e-01 1.847854217543800637e-01 7.302602429039506404e-02 -4.515636612625173463e-01 3.070371571048875481e-01 3.856771641725393884e-01 3.997603896160939474e-01 6.701078895080481157e-01 9.507730292050362575e-01 -3.608818542222138603e-01 -9.508428985131665012e-01 6.038242041211503430e-01 3.518749553462683366e-01 -9.389049833485068053e-01 -6.587458378924468949e-01 -8.397320889589461324e-01 4.159655179666592595e-01 6.665491130851015633e-01 7.964657284943488236e-01 -9.713110306903582902e-02 7.042875206197840576e-02 1.000000000000000000e+00 8.896794288004297169e-01 -4.030964485951427090e-01 6.567923773557009515e-01 1.231079487995285771e-01 2.809988481525054205e-01 -4.519625933602755552e-01 -1.411256272169281178e-01 -8.147369289586106067e-01 6.017805663024387020e-01 -6.045413792603182568e-01 5.386295489087951083e-01 -2.043363362116519255e-01 2.564188314413831105e-01 8.018677614945306509e-01 -7.411074212562844821e-01 -6.893799307098242846e-01 7.685279964825943999e-01 -7.963617536774725281e-02 2.049960467279479115e-01 -5.885458841660484719e-01 6.112494731356266087e-02 6.016059856185462795e-01 -1.863119528578316419e-03 -5.249519901726908966e-01 -6.752883002005825031e-01 9.166380255234976016e-01 -6.922415795160081764e-01
